date,team1,team2,score1,score2,winner
2024-06-08T23:35Z,NYY,LAD,3,11,0
2024-06-09T00:40Z,SD,ARI,13,1,1
2024-06-09T02:07Z,LAA,HOU,1,6,0
2024-06-09T14:00Z,PHI,NYM,5,6,0
2024-06-09T17:05Z,TEX,SF,7,2,1
2024-06-09T17:35Z,WSH,ATL,8,5,1
2024-06-09T17:35Z,PIT,MIN,5,11,0
2024-06-09T17:40Z,TB,BAL,2,9,0
2024-06-09T17:40Z,CIN,CHC,2,4,0
2024-06-09T17:40Z,MIA,CLE,3,6,0
2024-06-09T17:40Z,DET,MIL,10,2,1
2024-06-09T18:10Z,CHW,BOS,4,6,0
2024-06-09T18:10Z,KC,SEA,5,6,0
2024-06-09T18:15Z,STL,COL,5,1,1
2024-06-09T20:07Z,LAA,HOU,9,7,1
2024-06-09T20:07Z,OAK,TOR,4,6,0
2024-06-09T20:10Z,SD,ARI,3,9,0
2024-06-09T23:00Z,NYY,LAD,6,4,1
2024-06-10T22:50Z,TB,BAL,2,5,0
2024-06-10T23:40Z,MIN,COL,5,0,1
2024-06-11T00:10Z,KC,NYY,2,4,0
2024-06-11T00:10Z,MIL,TOR,3,1,1
2024-06-11T01:40Z,SEA,CHW,8,4,1
2024-06-11T01:40Z,SD,OAK,6,1,1
2024-06-11T01:45Z,SF,HOU,4,3,1
2024-06-11T22:35Z,BAL,ATL,4,0,1
2024-06-11T22:40Z,DET,WSH,4,5,0
2024-06-11T22:50Z,TB,CHC,5,2,1
2024-06-11T23:10Z,CIN,CLE,3,5,0
2024-06-11T23:10Z,NYM,MIA,2,4,0
2024-06-11T23:10Z,BOS,PHI,1,4,0
2024-06-11T23:40Z,MIN,COL,4,5,0
2024-06-11T23:45Z,STL,PIT,1,2,0
2024-06-12T00:10Z,KC,NYY,1,10,0
2024-06-12T00:10Z,MIL,TOR,0,3,0
2024-06-12T01:40Z,ARI,LAA,9,4,1
2024-06-12T01:40Z,SEA,CHW,4,3,1
2024-06-12T01:40Z,SD,OAK,4,3,1
2024-06-12T01:45Z,SF,HOU,1,3,0
2024-06-12T02:10Z,LAD,TEX,15,2,1
2024-06-12T17:10Z,MIN,COL,17,9,1
2024-06-12T18:10Z,MIL,TOR,5,4,1
2024-06-12T19:45Z,SF,HOU,5,3,1
2024-06-12T20:10Z,SD,OAK,5,4,1
2024-06-12T22:35Z,BAL,ATL,4,2,1
2024-06-12T22:40Z,DET,WSH,5,7,0
2024-06-12T22:50Z,TB,CHC,3,4,0
2024-06-12T23:10Z,CIN,CLE,4,2,1
2024-06-12T23:10Z,NYM,MIA,10,4,1
2024-06-12T23:10Z,BOS,PHI,8,6,1
2024-06-12T23:45Z,STL,PIT,4,2,1
2024-06-13T00:10Z,KC,NYY,5,11,0
2024-06-13T01:40Z,ARI,LAA,3,8,0
2024-06-13T01:40Z,SEA,CHW,2,1,1
2024-06-13T02:10Z,LAD,TEX,2,3,0
2024-06-13T17:05Z,BAL,ATL,3,6,0
2024-06-13T17:10Z,DET,WSH,7,2,1
2024-06-13T18:10Z,KC,NYY,4,3,1
2024-06-13T18:15Z,STL,PIT,4,3,1
2024-06-13T22:50Z,TB,CHC,3,2,1
2024-06-13T23:10Z,NYM,MIA,3,2,1
2024-06-13T23:10Z,BOS,PHI,9,3,1
2024-06-13T23:40Z,MIN,OAK,6,2,1
2024-06-14T01:40Z,ARI,LAA,11,1,1
2024-06-14T01:40Z,SEA,CHW,2,3,0
2024-06-14T02:10Z,LAD,TEX,1,3,0
2024-06-14T18:20Z,CHC,STL,0,3,0
2024-06-14T22:30Z,BOS,NYY,1,8,0
2024-06-14T22:45Z,WSH,MIA,8,1,1
2024-06-14T23:05Z,BAL,PHI,3,5,0
2024-06-14T23:07Z,TOR,CLE,1,3,0
2024-06-14T23:10Z,NYM,SD,2,1,1
2024-06-14T23:20Z,ATL,TB,7,3,1
2024-06-15T00:10Z,MIL,CIN,5,6,0
2024-06-15T00:10Z,HOU,DET,4,0,1
2024-06-15T00:10Z,MIN,OAK,6,5,1
2024-06-15T00:40Z,COL,PIT,2,5,0
2024-06-15T01:40Z,ARI,CHW,7,1,1
2024-06-15T02:10Z,LAD,KC,4,3,1
2024-06-15T02:10Z,SEA,TEX,3,2,1
2024-06-15T02:15Z,SF,LAA,6,8,0
2024-06-15T18:20Z,CHC,STL,5,1,1
2024-06-15T19:07Z,TOR,CLE,5,0,1
2024-06-15T20:05Z,SF,LAA,3,4,0
2024-06-15T20:05Z,WSH,MIA,4,0,1
2024-06-15T20:05Z,BAL,PHI,6,2,1
2024-06-15T20:10Z,MIL,CIN,3,1,1
2024-06-15T20:10Z,HOU,DET,5,13,0
2024-06-15T20:10Z,NYM,SD,5,1,1
2024-06-15T20:10Z,ATL,TB,9,2,1
2024-06-15T23:15Z,BOS,NYY,8,4,1
2024-06-15T23:15Z,SEA,TEX,7,5,1
2024-06-16T01:10Z,LAD,KC,2,7,0
2024-06-16T01:10Z,COL,PIT,16,4,1
2024-06-16T02:10Z,ARI,CHW,2,9,0
2024-06-16T17:05Z,CHC,STL,1,2,0
2024-06-16T17:35Z,WSH,MIA,3,1,1
2024-06-16T17:35Z,BAL,PHI,8,3,1
2024-06-16T17:35Z,ATL,TB,6,8,0
2024-06-16T17:37Z,TOR,CLE,7,6,1
2024-06-16T17:40Z,NYM,SD,11,6,1
2024-06-16T18:10Z,MIL,CIN,5,4,1
2024-06-16T18:10Z,HOU,DET,4,1,1
2024-06-16T18:10Z,MIN,OAK,6,2,1
2024-06-16T19:10Z,COL,PIT,2,8,0
2024-06-16T20:05Z,SF,LAA,13,6,1
2024-06-16T20:10Z,ARI,CHW,12,5,1
2024-06-16T20:10Z,LAD,KC,3,0,1
2024-06-16T20:10Z,SEA,TEX,5,0,1
2024-06-16T23:00Z,BOS,NYY,9,3,1
2024-06-16T23:40Z,MIN,OAK,8,7,1
2024-06-17T22:40Z,PHI,SD,9,2,1
2024-06-17T22:40Z,MIA,STL,6,7,0
2024-06-17T23:07Z,TOR,BOS,3,7,0
2024-06-17T23:10Z,PIT,CIN,4,1,1
2024-06-17T23:20Z,ATL,DET,2,1,1
2024-06-18T00:05Z,TEX,NYM,2,14,0
2024-06-18T00:05Z,CHC,SF,6,7,0
2024-06-18T00:40Z,COL,LAD,5,9,0
2024-06-18T01:38Z,LAA,MIL,5,3,1
2024-06-18T22:10Z,MIA,STL,9,8,1
2024-06-18T22:40Z,PIT,CIN,1,2,0
2024-06-18T22:40Z,PHI,SD,4,3,1
2024-06-18T22:40Z,CLE,SEA,5,8,0
2024-06-18T22:45Z,WSH,ARI,0,5,0
2024-06-18T23:05Z,NYY,BAL,4,2,1
2024-06-18T23:07Z,TOR,BOS,3,4,0
2024-06-18T23:20Z,ATL,DET,2,1,1
2024-06-18T23:40Z,MIN,TB,7,6,1
2024-06-19T00:05Z,TEX,NYM,6,7,0
2024-06-19T00:05Z,CHC,SF,5,2,1
2024-06-19T00:10Z,CHW,HOU,2,0,1
2024-06-19T00:40Z,COL,LAD,9,11,0
2024-06-19T01:38Z,LAA,MIL,3,6,0
2024-06-19T01:40Z,OAK,KC,7,5,1
2024-06-19T16:20Z,ATL,DET,7,0,1
2024-06-19T16:35Z,PIT,CIN,1,0,1
2024-06-19T16:40Z,MIA,STL,4,3,1
2024-06-19T17:05Z,PHI,SD,2,5,0
2024-06-19T18:20Z,CHC,SF,6,5,1
2024-06-19T20:05Z,WSH,ARI,3,1,1
2024-06-19T22:40Z,CLE,SEA,8,0,1
2024-06-19T23:05Z,NYY,BAL,6,7,0
2024-06-19T23:07Z,TOR,BOS,3,7,0
2024-06-19T23:40Z,MIN,TB,2,3,0
2024-06-20T00:05Z,TEX,NYM,5,3,1
2024-06-20T00:10Z,CHW,HOU,1,4,0
2024-06-20T00:40Z,COL,LAD,7,6,1
2024-06-20T01:38Z,LAA,MIL,0,2,0
2024-06-20T01:40Z,OAK,KC,5,1,1
2024-06-20T17:05Z,WSH,ARI,2,5,0
2024-06-20T17:10Z,CLE,SEA,6,3,1
2024-06-20T17:10Z,MIN,TB,6,7,0
2024-06-20T18:10Z,CHW,HOU,3,5,0
2024-06-20T19:10Z,COL,LAD,3,5,0
2024-06-20T19:37Z,OAK,KC,2,3,0
2024-06-20T20:05Z,NYY,BAL,5,17,0
2024-06-20T23:15Z,STL,SF,6,5,1
2024-06-21T01:40Z,SD,MIL,7,6,1
2024-06-21T18:20Z,CHC,NYM,1,11,0
2024-06-21T22:40Z,PHI,ARI,4,5,0
2024-06-21T22:40Z,DET,CHW,2,1,1
2024-06-21T22:40Z,PIT,TB,3,10,0
2024-06-21T23:05Z,NYY,ATL,1,8,0
2024-06-21T23:10Z,CIN,BOS,5,2,1
2024-06-21T23:10Z,MIA,SEA,3,2,1
2024-06-21T23:10Z,CLE,TOR,7,1,1
2024-06-22T00:05Z,TEX,KC,6,2,1
2024-06-22T00:10Z,HOU,BAL,14,11,1
2024-06-22T00:40Z,COL,WSH,5,11,0
2024-06-22T01:40Z,SD,MIL,9,5,1
2024-06-22T01:40Z,OAK,MIN,6,5,1
2024-06-22T02:10Z,LAD,LAA,2,3,0
2024-06-22T17:10Z,DET,CHW,1,5,0
2024-06-22T18:15Z,STL,SF,9,4,1
2024-06-22T18:20Z,CHC,NYM,8,1,1
2024-06-22T20:05Z,PHI,ARI,12,1,1
2024-06-22T20:05Z,TEX,KC,6,0,1
2024-06-22T20:05Z,PIT,TB,4,3,1
2024-06-22T20:07Z,OAK,MIN,2,10,0
2024-06-22T20:10Z,HOU,BAL,5,1,1
2024-06-22T20:10Z,CIN,BOS,3,4,0
2024-06-22T20:10Z,MIA,SEA,0,9,0
2024-06-22T20:10Z,CLE,TOR,6,3,1
2024-06-22T23:15Z,NYY,ATL,8,3,1
2024-06-22T23:15Z,SD,MIL,6,4,1
2024-06-23T01:10Z,COL,WSH,8,7,1
2024-06-23T02:10Z,LAD,LAA,7,2,1
2024-06-23T15:35Z,PHI,ARI,4,1,1
2024-06-23T17:35Z,NYY,ATL,1,3,0
2024-06-23T17:35Z,PIT,TB,1,3,0
2024-06-23T17:40Z,CIN,BOS,4,7,0
2024-06-23T17:40Z,DET,CHW,11,2,1
2024-06-23T17:40Z,MIA,SEA,6,4,1
2024-06-23T17:40Z,CLE,TOR,6,5,1
2024-06-23T18:10Z,HOU,BAL,8,1,1
2024-06-23T18:15Z,STL,SF,5,3,1
2024-06-23T18:35Z,TEX,KC,4,0,1
2024-06-23T19:10Z,COL,WSH,1,2,0
2024-06-23T20:07Z,OAK,MIN,0,3,0
2024-06-23T20:10Z,SD,MIL,2,6,0
2024-06-23T23:00Z,CHC,NYM,2,5,0
2024-06-24T22:35Z,BAL,CLE,2,3,0
2024-06-24T22:40Z,DET,PHI,1,8,0
2024-06-24T22:50Z,TB,SEA,4,3,1
2024-06-24T23:10Z,CIN,PIT,11,5,1
2024-06-24T23:10Z,BOS,TOR,7,6,1
2024-06-24T23:45Z,STL,ATL,4,3,1
2024-06-25T00:10Z,CHW,LAD,0,3,0
2024-06-25T00:10Z,KC,MIA,4,1,1
2024-06-25T00:10Z,MIL,TEX,6,3,1
2024-06-25T01:38Z,LAA,OAK,5,1,1
2024-06-25T01:40Z,SD,WSH,7,6,1
2024-06-25T01:45Z,SF,CHC,5,4,1
2024-06-25T22:35Z,BAL,CLE,8,10,0
2024-06-25T22:40Z,DET,PHI,4,1,1
2024-06-25T22:50Z,TB,SEA,11,3,1
2024-06-25T23:10Z,NYM,NYY,9,7,1
2024-06-25T23:10Z,CIN,PIT,5,9,0
2024-06-25T23:10Z,BOS,TOR,4,9,0
2024-06-26T00:10Z,HOU,COL,5,2,1
2024-06-26T00:10Z,CHW,LAD,3,4,0
2024-06-26T00:10Z,KC,MIA,1,2,0
2024-06-26T00:10Z,MIL,TEX,3,1,1
2024-06-26T01:38Z,LAA,OAK,7,5,1
2024-06-26T01:40Z,ARI,MIN,5,4,1
2024-06-26T01:40Z,SD,WSH,9,7,1
2024-06-26T01:45Z,SF,CHC,5,1,1
2024-06-26T16:10Z,TB,SEA,2,5,0
2024-06-26T17:10Z,DET,PHI,2,6,0
2024-06-26T17:10Z,CIN,PIT,1,6,0
2024-06-26T17:45Z,STL,ATL,2,6,0
2024-06-26T18:10Z,HOU,COL,7,1,1
2024-06-26T18:10Z,KC,MIA,5,1,1
2024-06-26T18:10Z,MIL,TEX,6,5,1
2024-06-26T20:07Z,LAA,OAK,5,2,1
2024-06-26T20:10Z,SD,WSH,8,5,1
2024-06-26T22:35Z,BAL,CLE,4,2,1
2024-06-26T23:10Z,NYM,NYY,12,2,1
2024-06-26T23:10Z,BOS,TOR,1,4,0
2024-06-26T23:15Z,STL,ATL,4,1,1
2024-06-27T00:10Z,CHW,LAD,0,4,0
2024-06-27T01:40Z,ARI,MIN,3,8,0
2024-06-27T01:45Z,SF,CHC,4,3,1
2024-06-27T19:40Z,ARI,MIN,6,13,0
2024-06-27T19:45Z,SF,CHC,3,5,0
2024-06-27T20:10Z,CHW,ATL,1,0,1
2024-06-27T22:20Z,PHI,MIA,4,7,0
2024-06-27T22:35Z,BAL,TEX,11,2,1
2024-06-27T23:07Z,TOR,NYY,9,2,1
2024-06-27T23:45Z,STL,CIN,4,11,0
2024-06-28T00:10Z,KC,CLE,2,1,1
2024-06-28T01:38Z,LAA,DET,5,0,1
2024-06-28T22:20Z,PHI,MIA,2,0,1
2024-06-28T22:50Z,TB,WSH,3,1,1
2024-06-28T23:05Z,BAL,TEX,2,1,1
2024-06-28T23:07Z,TOR,NYY,5,16,0
2024-06-28T23:10Z,CHW,COL,5,3,1
2024-06-28T23:10Z,NYM,HOU,7,2,1
2024-06-28T23:10Z,BOS,SD,2,9,0
2024-06-28T23:20Z,ATL,PIT,6,1,1
2024-06-29T00:10Z,MIL,CHC,4,2,1
2024-06-29T00:10Z,KC,CLE,10,3,1
2024-06-29T00:15Z,STL,CIN,1,0,1
2024-06-29T01:38Z,LAA,DET,5,2,1
2024-06-29T01:40Z,SEA,MIN,3,2,1
2024-06-29T01:40Z,ARI,OAK,4,9,0
2024-06-29T02:15Z,SF,LAD,5,3,1
2024-06-29T18:10Z,CHW,COL,11,3,1
2024-06-29T18:15Z,STL,CIN,4,9,0
2024-06-29T19:07Z,TOR,NYY,9,3,1
2024-06-29T20:05Z,PHI,MIA,2,3,0
2024-06-29T20:10Z,MIL,CHC,3,5,0
2024-06-29T20:10Z,KC,CLE,2,7,0
2024-06-29T20:10Z,NYM,HOU,6,9,0
2024-06-29T20:10Z,ARI,OAK,3,0,1
2024-06-29T20:10Z,ATL,PIT,2,1,1
2024-06-29T20:10Z,BOS,SD,1,11,0
2024-06-29T20:10Z,TB,WSH,1,8,0
2024-06-29T23:15Z,SF,LAD,7,14,0
2024-06-29T23:15Z,BAL,TEX,6,5,1
2024-06-30T02:07Z,LAA,DET,6,5,1
2024-06-30T02:10Z,SEA,MIN,1,5,0
2024-06-30T15:35Z,ATL,PIT,2,4,0
2024-06-30T17:35Z,PHI,MIA,7,6,1
2024-06-30T17:35Z,BOS,SD,4,1,1
2024-06-30T17:37Z,TOR,NYY,1,8,0
2024-06-30T17:40Z,NYM,HOU,5,10,0
2024-06-30T17:40Z,TB,WSH,5,0,1
2024-06-30T18:10Z,MIL,CHC,7,1,1
2024-06-30T18:10Z,KC,CLE,6,2,1
2024-06-30T18:10Z,CHW,COL,4,5,0
2024-06-30T18:15Z,STL,CIN,2,0,1
2024-06-30T20:05Z,SF,LAD,10,4,1
2024-06-30T20:07Z,LAA,DET,6,7,0
2024-06-30T20:10Z,SEA,MIN,3,5,0
2024-06-30T20:10Z,ARI,OAK,5,1,1
2024-06-30T23:00Z,BAL,TEX,2,11,0
2024-07-01T19:07Z,TOR,HOU,1,3,0
2024-07-01T22:45Z,WSH,NYM,7,9,0
2024-07-02T00:40Z,COL,MIL,8,7,1
2024-07-02T22:40Z,MIA,BOS,3,8,0
2024-07-02T22:40Z,CLE,CHW,7,6,1
2024-07-02T22:40Z,PIT,STL,4,7,0
2024-07-02T22:45Z,WSH,NYM,2,7,0
2024-07-02T23:05Z,NYY,CIN,4,5,0
2024-07-02T23:07Z,TOR,HOU,7,6,1
2024-07-02T23:20Z,ATL,SF,3,5,0
2024-07-02T23:40Z,MIN,DET,5,3,1
2024-07-03T00:05Z,CHC,PHI,4,6,0
2024-07-03T00:05Z,TEX,SD,7,0,1
2024-07-03T00:10Z,KC,TB,1,5,0
2024-07-03T00:40Z,COL,MIL,3,4,0
2024-07-03T01:40Z,OAK,LAA,7,5,1
2024-07-03T01:40Z,SEA,BAL,0,2,0
2024-07-03T02:10Z,LAD,ARI,6,5,1
2024-07-03T22:40Z,MIA,BOS,2,7,0
2024-07-03T22:40Z,CLE,CHW,2,8,0
2024-07-03T22:40Z,PIT,STL,5,4,1
2024-07-03T22:45Z,WSH,NYM,7,5,1
2024-07-03T23:05Z,NYY,CIN,2,3,0
2024-07-03T23:07Z,TOR,HOU,2,9,0
2024-07-03T23:20Z,ATL,SF,3,1,1
2024-07-04T00:05Z,CHC,PHI,3,5,0
2024-07-04T00:05Z,TEX,SD,4,6,0
2024-07-04T00:10Z,MIN,DET,2,9,0
2024-07-04T00:10Z,KC,TB,4,2,1
2024-07-04T00:40Z,COL,MIL,0,3,0
2024-07-04T01:40Z,OAK,LAA,5,0,1
2024-07-04T02:10Z,LAD,ARI,4,12,0
2024-07-04T02:10Z,SEA,BAL,1,4,0
2024-07-04T15:05Z,WSH,NYM,1,0,1
2024-07-04T16:35Z,PIT,STL,2,3,0
2024-07-04T17:05Z,NYY,CIN,4,8,0
2024-07-04T17:07Z,TOR,HOU,3,5,0
2024-07-04T17:10Z,MIA,BOS,5,6,0
2024-07-04T17:10Z,CLE,CHW,8,4,1
2024-07-04T17:10Z,MIN,DET,12,3,1
2024-07-04T18:20Z,CHC,PHI,10,2,1
2024-07-04T18:35Z,TEX,SD,1,3,0
2024-07-04T20:07Z,OAK,LAA,5,0,1
2024-07-04T20:10Z,SEA,BAL,7,3,1
2024-07-04T23:20Z,ATL,SF,2,4,0
2024-07-05T00:10Z,COL,MIL,4,3,1
2024-07-05T00:10Z,KC,TB,8,10,0
2024-07-05T01:10Z,LAD,ARI,3,9,0
2024-07-05T18:20Z,CHC,LAA,5,1,1
2024-07-05T22:40Z,PIT,NYM,14,2,1
2024-07-05T22:45Z,WSH,STL,6,7,0
2024-07-05T23:05Z,NYY,BOS,3,5,0
2024-07-05T23:10Z,MIA,CHW,2,3,0
2024-07-05T23:10Z,CLE,SF,2,4,0
2024-07-05T23:15Z,CIN,DET,4,5,0
2024-07-05T23:20Z,ATL,PHI,6,8,0
2024-07-06T00:05Z,TEX,TB,3,0,1
2024-07-06T00:10Z,MIN,HOU,12,13,0
2024-07-06T00:10Z,COL,KC,4,2,1
2024-07-06T01:40Z,SD,ARI,10,8,1
2024-07-06T01:40Z,OAK,BAL,2,3,0
2024-07-06T01:40Z,SEA,TOR,2,1,1
2024-07-06T02:10Z,LAD,MIL,8,5,1
2024-07-06T17:05Z,NYY,BOS,14,4,1
2024-07-06T18:10Z,MIN,HOU,9,3,1
2024-07-06T18:20Z,CHC,LAA,0,7,0
2024-07-06T20:05Z,PIT,NYM,2,5,0
2024-07-06T20:05Z,WSH,STL,14,6,1
2024-07-06T20:05Z,TEX,TB,4,3,1
2024-07-06T20:07Z,OAK,BAL,19,8,1
2024-07-06T20:10Z,MIA,CHW,4,3,1
2024-07-06T20:10Z,CIN,DET,3,5,0
2024-07-06T20:10Z,CLE,SF,5,4,1
2024-07-06T20:10Z,SEA,TOR,4,5,0
2024-07-06T23:15Z,LAD,MIL,5,3,1
2024-07-06T23:15Z,ATL,PHI,5,1,1
2024-07-07T01:10Z,COL,KC,3,1,1
2024-07-07T01:40Z,SD,ARI,5,7,0
2024-07-07T17:35Z,PIT,NYM,2,3,0
2024-07-07T17:35Z,ATL,PHI,6,0,1
2024-07-07T17:35Z,WSH,STL,3,8,0
2024-07-07T17:40Z,MIA,CHW,7,4,1
2024-07-07T17:40Z,CIN,DET,1,5,0
2024-07-07T17:40Z,CLE,SF,5,4,1
2024-07-07T18:10Z,MIN,HOU,3,2,1
2024-07-07T18:20Z,CHC,LAA,5,0,1
2024-07-07T18:35Z,TEX,TB,13,2,1
2024-07-07T19:10Z,COL,KC,1,10,0
2024-07-07T20:07Z,OAK,BAL,3,6,0
2024-07-07T20:10Z,SD,ARI,1,9,0
2024-07-07T20:10Z,LAD,MIL,2,9,0
2024-07-07T20:10Z,SEA,TOR,4,5,0
2024-07-07T23:00Z,NYY,BOS,0,3,0
2024-07-08T16:35Z,PIT,NYM,8,2,1
2024-07-08T20:05Z,WSH,STL,0,6,0
2024-07-08T22:40Z,DET,CLE,1,0,1
2024-07-08T23:10Z,CIN,COL,6,0,1
2024-07-09T00:10Z,CHW,MIN,6,8,0
2024-07-09T01:38Z,LAA,TEX,4,9,0
2024-07-09T01:40Z,ARI,ATL,4,5,0
2024-07-09T22:35Z,BAL,CHC,2,9,0
2024-07-09T22:40Z,DET,CLE,8,9,0
2024-07-09T22:40Z,PHI,LAD,10,1,1
2024-07-09T22:50Z,TB,NYY,5,3,1
2024-07-09T23:10Z,CIN,COL,12,6,1
2024-07-09T23:10Z,BOS,OAK,12,9,1
2024-07-09T23:10Z,NYM,WSH,7,5,1
2024-07-10T00:10Z,HOU,MIA,4,3,1
2024-07-10T00:10Z,MIL,PIT,2,12,0
2024-07-10T01:38Z,LAA,TEX,4,5,0
2024-07-10T01:40Z,ARI,ATL,2,6,0
2024-07-10T01:40Z,SD,SEA,3,8,0
2024-07-10T01:45Z,SF,TOR,4,3,1
2024-07-10T17:45Z,STL,KC,4,6,0
2024-07-10T18:10Z,CHW,MIN,3,1,1
2024-07-10T21:05Z,CHW,MIN,2,3,0
2024-07-10T22:35Z,BAL,CHC,0,4,0
2024-07-10T22:40Z,DET,CLE,5,4,1
2024-07-10T22:40Z,SD,SEA,0,2,0
2024-07-10T22:50Z,TB,NYY,1,2,0
2024-07-10T23:00Z,PHI,LAD,4,3,1
2024-07-10T23:10Z,CIN,COL,5,6,0
2024-07-10T23:10Z,BOS,OAK,2,5,0
2024-07-10T23:10Z,NYM,WSH,6,2,1
2024-07-10T23:45Z,STL,KC,5,8,0
2024-07-11T00:10Z,HOU,MIA,9,1,1
2024-07-11T00:10Z,MIL,PIT,9,0,1
2024-07-11T01:38Z,LAA,TEX,7,2,1
2024-07-11T01:40Z,ARI,ATL,7,5,1
2024-07-11T01:45Z,SF,TOR,6,10,0
2024-07-11T17:10Z,DET,CLE,10,1,1
2024-07-11T17:10Z,CIN,COL,8,1,1
2024-07-11T17:10Z,NYM,WSH,7,0,1
2024-07-11T18:10Z,MIL,PIT,0,1,0
2024-07-11T19:45Z,SF,TOR,3,5,0
2024-07-11T22:05Z,PHI,LAD,5,1,1
2024-07-11T22:35Z,BAL,CHC,0,8,0
2024-07-11T22:50Z,TB,NYY,5,4,1
2024-07-11T23:10Z,BOS,OAK,7,0,1
2024-07-12T00:10Z,HOU,MIA,6,3,1
2024-07-12T01:38Z,LAA,SEA,0,11,0
2024-07-12T01:40Z,ARI,ATL,1,0,1
2024-07-12T22:40Z,DET,LAD,3,4,0
2024-07-12T22:40Z,PHI,OAK,2,6,0
2024-07-12T22:50Z,TB,CLE,2,0,1
2024-07-12T23:05Z,BAL,NYY,1,4,0
2024-07-12T23:10Z,NYM,COL,7,6,1
2024-07-12T23:10Z,BOS,KC,1,6,0
2024-07-12T23:10Z,CIN,MIA,7,4,1
2024-07-13T00:10Z,CHW,PIT,1,4,0
2024-07-13T00:10Z,HOU,TEX,6,3,1
2024-07-13T00:10Z,MIL,WSH,2,5,0
2024-07-13T00:15Z,STL,CHC,1,5,0
2024-07-13T01:38Z,LAA,SEA,6,5,1
2024-07-13T01:40Z,SD,ATL,1,6,0
2024-07-13T01:40Z,ARI,TOR,5,4,1
2024-07-13T02:15Z,SF,MIN,7,1,1
2024-07-13T17:10Z,DET,LAD,11,9,1
2024-07-13T18:10Z,CHW,PIT,2,6,0
2024-07-13T18:15Z,STL,CHC,11,3,1
2024-07-13T20:05Z,BAL,NYY,1,6,0
2024-07-13T20:05Z,PHI,OAK,11,5,1
2024-07-13T20:10Z,TB,CLE,2,4,0
2024-07-13T20:10Z,NYM,COL,7,3,1
2024-07-13T20:10Z,BOS,KC,5,0,1
2024-07-13T20:10Z,CIN,MIA,10,6,1
2024-07-13T20:10Z,HOU,TEX,1,2,0
2024-07-13T20:10Z,MIL,WSH,5,6,0
2024-07-13T23:15Z,SD,ATL,4,0,1
2024-07-13T23:15Z,SF,MIN,2,4,0
2024-07-14T00:15Z,STL,CHC,5,4,1
2024-07-14T01:38Z,LAA,SEA,2,1,1
2024-07-14T02:10Z,ARI,TOR,12,1,1
2024-07-14T15:35Z,BAL,NYY,6,5,1
2024-07-14T17:35Z,BOS,KC,5,4,1
2024-07-14T17:35Z,PHI,OAK,3,18,0
2024-07-14T17:40Z,TB,CLE,2,0,1
2024-07-14T17:40Z,NYM,COL,5,8,0
2024-07-14T17:40Z,DET,LAD,4,3,1
2024-07-14T17:40Z,CIN,MIA,2,3,0
2024-07-14T18:10Z,CHW,PIT,4,9,0
2024-07-14T18:10Z,HOU,TEX,2,4,0
2024-07-14T18:10Z,MIL,WSH,9,3,1
2024-07-14T18:15Z,STL,CHC,3,8,0
2024-07-14T20:05Z,SF,MIN,3,2,1
2024-07-14T20:07Z,LAA,SEA,3,2,1
2024-07-14T20:10Z,SD,ATL,3,6,0
2024-07-14T20:10Z,ARI,TOR,7,8,0
2024-07-17T00:00Z,AL,NL,5,3,1
2024-07-19T18:20Z,CHC,ARI,2,5,0
2024-07-19T22:40Z,PIT,PHI,8,7,1
2024-07-19T22:45Z,WSH,CIN,8,5,1
2024-07-19T23:05Z,NYY,TB,6,1,1
2024-07-19T23:07Z,TOR,DET,4,5,0
2024-07-19T23:10Z,MIA,NYM,6,4,1
2024-07-19T23:10Z,CLE,SD,7,0,1
2024-07-20T00:05Z,TEX,BAL,1,9,0
2024-07-20T00:10Z,KC,CHW,7,1,1
2024-07-20T00:40Z,COL,SF,7,3,1
2024-07-20T01:40Z,OAK,LAA,13,3,1
2024-07-20T02:10Z,LAD,BOS,4,1,1
2024-07-20T02:10Z,SEA,HOU,0,3,0
2024-07-20T17:05Z,NYY,TB,1,9,0
2024-07-20T17:07Z,ATL,STL,3,2,1
2024-07-20T19:07Z,TOR,DET,3,7,0
2024-07-20T20:07Z,OAK,LAA,8,2,1
2024-07-20T20:10Z,MIA,NYM,0,1,0
2024-07-20T22:40Z,PIT,PHI,4,1,1
2024-07-20T22:45Z,WSH,CIN,5,4,1
2024-07-20T23:05Z,TEX,BAL,4,8,0
2024-07-20T23:10Z,KC,CHW,6,1,1
2024-07-20T23:10Z,MIN,MIL,4,8,0
2024-07-20T23:10Z,CLE,SD,0,7,0
2024-07-20T23:15Z,CHC,ARI,0,3,0
2024-07-20T23:15Z,LAD,BOS,7,6,1
2024-07-20T23:20Z,ATL,STL,5,9,0
2024-07-21T00:10Z,COL,SF,4,3,1
2024-07-21T01:40Z,SEA,HOU,2,4,0
2024-07-21T17:05Z,MIN,MIL,7,8,0
2024-07-21T17:35Z,WSH,CIN,5,2,1
2024-07-21T17:35Z,PIT,PHI,0,6,0
2024-07-21T17:35Z,ATL,STL,2,6,0
2024-07-21T17:35Z,NYY,TB,4,6,0
2024-07-21T17:37Z,TOR,DET,5,4,1
2024-07-21T17:40Z,MIA,NYM,4,2,1
2024-07-21T17:40Z,CLE,SD,1,2,0
2024-07-21T18:10Z,KC,CHW,4,1,1
2024-07-21T18:20Z,CHC,ARI,2,1,1
2024-07-21T18:35Z,TEX,BAL,3,2,1
